time_jst,ssr,station,squawk,pressure_alt_ft,lat,lon,alt_m,azimuth_rad,tau_ns,replies,sigma_e_m,sigma_n_m,sigma_u_m,track,flight,status,sm_lat,sm_lon,sm_alt_m,sm_sigma_e_m,sm_sigma_n_m,sm_sigma_u_m,vel_e_mps,vel_n_mps,vel_u_mps,turn_rate_dps
2026-06-10T00:00:57.436523400,KX90S,KX90,3245,34000,35.1324511,136.3841201,10363.200,5.379549641,344200,20,115.6,142.2,8.8,2,2,ok,35.1336339,136.3852419,10363.184,49.9,54.8,4.3,76.5,-175.2,1.34,-0.05
2026-06-10T00:00:59.449768400,KX90S,KX90,3534,7000,34.5366244,137.3103652,2133.600,2.228707700,386370,20,126.5,159.4,8.8,4,4,ok,34.5374259,137.3113577,2139.112,48.2,64.3,4.3,-124.5,57.7,-4.88,0.23
2026-06-10T00:00:59.529413250,KX90S,KX90,6250,4700,34.6239244,137.0967157,1432.560,2.352624287,245220,5,886.8,893.1,8.8,5,5,ok,34.6313220,137.1056464,1420.417,54.6,60.9,4.3,-115.6,66.2,-3.89,0.29
2026-06-10T00:01:00.530873600,KX90S,KX90,6141,32000,34.6972323,136.6413486,9753.600,3.910760627,173835,20,68.7,67.7,8.8,8,8,ok,34.6976034,136.6407311,9753.548,32.8,28.7,4.3,72.8,-196.4,-0.33,-0.12
2026-06-10T00:01:00.663615000,KX90S,KX90,3650,4000,34.8216838,136.7691922,1219.200,4.117288271,41505,19,40.9,31.3,8.8,9,9,ok,34.8216502,136.7691936,1220.146,20.5,16.5,4.3,63.5,-84.8,6.91,0.00
2026-06-10T00:01:01.471862800,KX90S,KX90,3245,34000,35.1269758,136.3884304,10363.200,5.374807128,339738,21,113.7,140.8,8.8,2,2,ok,35.1272902,136.3886728,10363.185,49.1,54.3,4.3,76.6,-175.4,1.32,0.03
2026-06-10T00:01:03.488057600,KX90S,KX90,3534,6900,34.5392531,137.3056077,2103.120,2.229397889,382870,20,125.6,157.9,8.8,4,4,ok,34.5396866,137.3059957,2114.256,48.4,65.3,4.3,-122.2,60.4,-4.60,0.24
2026-06-10T00:01:03.527880000,KX90S,KX90,6250,4600,34.6412534,137.1089168,1402.080,2.291373332,241875,4,900.8,1025.6,8.8,5,5,ok,34.6338531,137.1007051,1402.009,51.6,57.4,4.3,-114.9,69.1,-4.00,0.25
2026-06-10T00:01:04.468869250,KX90S,KX90,4425,31000,33.2825699,135.5102467,9448.800,3.755830129,1419400,3,7342.1,5178.1,8.8,22,22,unconfirmed,,,,,,,,,,
2026-06-10T00:01:04.557363550,KX90S,KX90,6141,32000,34.6921938,136.6417363,9753.600,3.893553338,176257,14,70.1,67.9,8.8,8,8,ok,34.6904803,136.6439924,9753.550,33.4,28.5,4.3,75.6,-197.5,-0.36,-0.18
2026-06-10T00:01:04.653232300,KX90S,KX90,3650,4100,34.8185899,136.7719501,1249.680,4.042753484,41855,20,39.3,33.4,8.8,9,9,ok,34.8185643,136.7719963,1246.003,19.8,17.3,4.3,65.4,-87.6,6.27,-0.01
2026-06-10T00:01:05.505727300,KX90S,KX90,3245,34000,35.1214286,136.3924566,10363.200,5.369487069,335389,18,111.7,139.5,8.8,2,2,ok,35.1209205,136.3920593,10363.178,48.4,54.1,4.3,76.4,-175.2,1.30,0.03
2026-06-10T00:01:07.524871900,KX90S,KX90,3534,6900,34.5420729,137.3007849,2103.120,2.229867350,379260,20,124.5,156.3,8.8,4,4,ok,34.5419842,137.3007034,2091.394,48.8,65.7,4.3,-120.3,63.1,-4.49,0.21
2026-06-10T00:01:07.586817900,KX90S,KX90,6250,4500,34.6364713,137.0955595,1371.600,2.326310868,238229,21,89.3,93.4,8.8,5,5,ok,34.6364285,137.0956382,1383.795,47.3,51.8,4.3,-114.3,71.5,-3.81,0.27
2026-06-10T00:01:08.564679800,KX90S,KX90,6141,32000,34.6831224,136.6478199,9753.600,3.848740682,178790,20,72.4,67.0,8.8,8,8,ok,34.6833270,136.6473864,9753.552,34.0,28.3,4.3,79.1,-199.4,-0.38,-0.12
2026-06-10T00:01:08.639899900,KX90S,KX90,3650,4200,34.8154214,136.7748661,1280.160,3.965850668,42385,20,37.4,35.5,8.8,9,9,ok,34.8153723,136.7748927,1269.613,19.1,18.1,4.3,67.6,-90.5,5.77,-0.02
2026-06-10T00:01:09.536642000,KX90S,KX90,3245,34000,35.1150870,136.3959590,10363.200,5.361985400,330955,20,109.4,138.4,8.8,2,2,ok,35.1145753,136.3954522,10363.176,47.6,53.9,4.3,76.1,-175.1,1.27,0.01
2026-06-10T00:01:09.983538150,KX90S,KX90,3626,30000,36.1297037,136.4594209,9144.000,6.057852873,973833,3,6020.8,1380.8,8.8,23,20,ok,36.1279394,136.4501448,9144.074,3142.4,721.7,8.8,33.5,-182.7,4.23,-0.00
2026-06-10T00:01:11.560211300,KX90S,KX90,3534,6800,34.5450353,137.2962949,2072.640,2.229778539,375737,19,123.4,154.9,8.8,4,4,ok,34.5444500,137.2955562,2068.742,49.4,65.5,4.3,-118.9,64.4,-4.60,-0.06
2026-06-10T00:01:11.623632200,KX90S,KX90,6250,4500,34.6392199,137.0908467,1371.600,2.328534171,234740,20,88.3,92.0,8.8,5,5,ok,34.6391223,137.0906746,1365.241,43.1,46.5,4.3,-113.0,73.9,-3.71,0.21
2026-06-10T00:01:12.580845400,KX90S,KX90,6141,32000,34.6760043,136.6510487,9753.600,3.819055239,181515,20,74.4,66.6,8.8,8,8,ok,34.6761073,136.6509169,9753.560,34.6,28.2,4.3,81.4,-200.2,-0.41,-0.06
2026-06-10T00:01:12.623617700,KX90S,KX90,3650,4200,34.8120105,136.7778934,1280.160,3.885657876,43180,20,35.4,37.5,8.8,9,9,ok,34.8120889,136.7778868,1292.230,18.6,19.0,4.3,69.7,-93.1,5.79,-0.02
2026-06-10T00:01:13.566081800,KX90S,KX90,3245,34000,35.1084693,136.3989779,10363.200,5.353212517,326655,20,107.1,137.4,8.8,2,2,ok,35.1082408,136.3988438,10363.177,46.8,53.5,4.3,76.1,-175.0,1.25,-0.03
2026-06-10T00:01:13.990854350,KX90S,KX90,7676,30000,36.1093403,136.3942495,9144.000,6.014867816,968850,4,5431.7,1494.1,8.8,24,23,unconfirmed,,,,,,,,,,
2026-06-10T00:01:14.012977950,KX90S,KX90,3626,30000,36.1205776,136.4479591,9144.000,6.049331184,968838,8,3484.7,831.3,8.8,23,20,ok,36.1213174,136.4516733,9144.018,3027.9,722.6,8.8,33.5,-182.7,4.23,-0.00
2026-06-10T00:01:15.260747350,KX90S,KX90,3626,30000,34.6605734,138.3775499,9144.000,1.709879817,970238,8,495.8,3527.0,8.8,25,24,unconfirmed,,,,,,,,,,
2026-06-10T00:01:15.595550800,KX90S,KX90,3534,6700,34.5474667,137.2909460,2042.160,2.231425448,372043,21,122.5,153.2,8.8,4,4,ok,34.5467666,137.2903301,2045.983,50.0,64.8,4.3,-117.8,64.0,-4.57,-0.11
2026-06-10T00:01:15.661921500,KX90S,KX90,6250,4400,34.6412623,137.0849168,1341.120,2.334815551,231068,19,87.5,90.3,8.8,5,5,ok,34.6418076,137.0856883,1347.678,40.1,43.1,4.3,-111.7,75.5,-3.72,0.26
2026-06-10T00:01:16.595536200,KX90S,KX90,6141,32000,34.6688266,136.6546415,9753.600,3.789169669,184286,22,76.4,66.2,8.8,8,8,ok,34.6688680,136.6545245,9753.571,35.3,28.1,4.3,82.6,-200.6,-0.43,-0.02
2026-06-10T00:01:16.608810300,KX90S,KX90,3650,4300,34.8087132,136.7808706,1310.640,3.809847690,44185,20,33.6,39.4,8.8,9,9,ok,34.8087176,136.7809585,1316.273,18.5,19.9,4.3,71.5,-95.6,6.31,-0.01
2026-06-10T00:01:17.594046700,KX90S,KX90,3245,34000,35.1019213,136.4022508,10363.200,5.344616333,322290,21,104.8,136.3,8.8,2,2,ok,35.1019135,136.4022473,10363.185,45.9,52.9,4.3,76.1,-175.4,1.23,-0.01
2026-06-10T00:01:19.629415300,KX90S,KX90,3534,6600,34.5506663,137.2866394,2011.680,2.230773992,368500,20,121.4,151.9,8.8,4,4,ok,34.5490344,137.2851298,2023.561,50.4,63.9,4.3,-117.6,62.8,-4.45,-0.08
2026-06-10T00:01:19.694311100,KX90S,KX90,6250,4400,34.6452602,137.0814457,1341.120,2.331823998,227490,20,86.1,89.2,8.8,5,5,ok,34.6445851,137.0808169,1328.953,38.7,41.3,4.3,-110.2,77.4,-3.91,0.30
2026-06-10T00:01:19.700210750,KX90S,KX90,3650,4400,34.8155329,136.8647394,1341.120,2.341010363,45467,3,168.1,172.9,8.8,26,25,echo,34.8154354,136.8642367,1340.379,133.2,140.6,7.3,94.4,-17.6,6.39,-0.00
2026-06-10T00:01:20.574829250,KX90S,KX90,3650,4400,34.8045375,136.7858427,1341.120,3.702888867,45400,9,111.0,78.9,8.8,9,9,ok,34.8052662,136.7841068,1342.542,18.4,20.7,4.3,73.6,-98.3,6.87,-0.00
2026-06-10T00:01:20.611701900,KX90S,KX90,6141,32000,34.6615714,136.6581663,9753.600,3.760303644,187261,18,78.6,65.7,8.8,8,8,ok,34.6616173,136.6581625,9753.588,36.1,27.9,4.3,82.6,-200.4,-0.46,0.02
2026-06-10T00:01:21.489270200,KX90S,KX90,3650,4400,34.8754769,136.7522123,1341.120,5.126775329,45780,5,106.6,222.6,8.8,27,26,unconfirmed,,,,,,,,,,
2026-06-10T00:01:21.622011600,KX90S,KX90,3245,34000,35.0945903,136.4048272,10363.200,5.333468525,317962,21,102.3,135.4,8.8,2,2,ok,35.0955639,136.4056349,10363.185,45.1,52.4,4.3,76.3,-175.3,1.20,-0.01
2026-06-10T00:01:23.669179400,KX90S,KX90,3534,6600,34.5513309,137.2801073,2011.680,2.236590805,365058,19,121.1,149.9,8.8,4,4,ok,34.5513319,137.2799673,2001.041,50.1,63.0,4.3,-119.0,61.5,-4.67,-0.13
2026-06-10T00:01:23.725225800,KX90S,KX90,3650,4500,34.8145612,136.8675283,1371.600,2.323822507,47200,4,158.8,168.6,8.8,26,25,echo,34.8146670,136.8682412,1364.019,96.9,104.9,5.4,101.0,-12.2,6.79,0.22
2026-06-10T00:01:23.734075250,KX90S,KX90,6250,4300,34.6472843,137.0759319,1310.640,2.337595934,224015,20,85.3,87.6,8.8,5,5,ok,34.6474396,137.0760008,1309.187,38.2,40.4,4.3,-108.7,79.5,-4.03,0.35
2026-06-10T00:01:24.582145500,KX90S,KX90,3650,4500,34.8016776,136.7873126,1371.600,3.657549333,46932,22,30.0,42.5,8.8,9,9,ok,34.8016770,136.7873711,1369.923,17.2,21.3,4.3,75.6,-101.1,7.29,-0.01
2026-06-10T00:01:24.629342400,KX90S,KX90,6141,32000,34.6541413,136.6620525,9753.600,3.731007608,190359,22,80.9,65.2,8.8,8,8,ok,34.6543782,136.6617796,9753.599,37.0,27.7,4.3,81.8,-200.0,-0.49,0.06
2026-06-10T00:01:25.655876100,KX90S,KX90,3245,34000,35.0895570,136.4093251,10363.200,5.328725112,313686,21,100.6,134.0,8.8,2,2,ok,35.0892108,136.4090441,10363.184,44.4,52.2,4.3,76.5,-175.5,1.18,0.02
2026-06-10T00:01:27.707468700,KX90S,KX90,3534,6500,34.5539400,137.2750060,1981.200,2.237798684,361405,21,120.1,148.3,8.8,4,4,ok,34.5534984,137.2746727,1976.643,49.5,62.4,4.3,-118.8,61.1,-5.27,0.06
2026-06-10T00:01:27.772364500,KX90S,KX90,6250,4200,34.6505317,137.0712840,1280.160,2.338774794,220295,19,84.1,86.2,8.8,5,5,ok,34.6504295,137.0712966,1290.144,37.8,40.0,4.3,-106.5,82.3,-3.64,0.33
2026-06-10T00:01:28.573237800,KX90S,KX90,3650,4600,34.7980989,136.7907290,1402.080,3.584911788,48595,21,28.7,43.7,8.8,9,9,ok,34.7979937,136.7907182,1398.808,16.0,21.6,4.3,77.9,-104.1,7.74,-0.02
2026-06-10T00:01:28.649932800,KX90S,KX90,6141,32000,34.6469684,136.6656301,9753.600,3.704247190,193532,19,83.1,64.7,8.8,8,8,ok,34.6471512,136.6653343,9753.590,37.8,27.5,4.3,80.2,-199.7,-0.53,0.07
2026-06-10T00:01:29.688265800,KX90S,KX90,3245,34000,35.0831795,136.4127082,10363.200,5.319864951,309414,22,98.4,132.9,8.8,2,2,ok,35.0828471,136.4124315,10363.175,43.7,51.9,4.3,76.6,-174.8,1.16,-0.03
2026-06-10T00:01:31.357857900,KX90S,KX90,3650,4600,34.8468460,136.8905794,1402.080,1.635454626,49983,6,48.6,202.3,8.8,28,27,echo,34.8467047,136.8905057,1404.224,47.6,198.5,8.6,93.4,53.7,11.82,-0.00
2026-06-10T00:01:31.744282950,KX90S,KX90,3650,4600,34.8139042,136.8775001,1402.080,2.236949942,52067,3,176.2,221.1,8.8,26,25,echo,34.8136833,136.8771051,1424.348,83.9,113.8,5.2,101.2,-14.8,8.51,0.21
2026-06-10T00:01:31.748707650,KX90S,KX90,3534,6400,34.5546668,137.2683470,1950.720,2.243837293,357880,15,119.8,146.2,8.8,4,4,ok,34.5557843,137.2694969,1949.767,48.9,62.1,4.3,-118.6,61.1,-5.85,0.05
2026-06-10T00:01:31.812128600,KX90S,KX90,6250,4200,34.6530328,137.0663068,1280.160,2.342555990,216825,20,83.2,84.8,8.8,5,5,ok,34.6535062,137.0666720,1273.822,37.5,39.4,4.3,-104.3,85.0,-2.91,0.28
2026-06-10T00:01:31.851951000,KX90S,KX90,3240,24300,34.0086437,137.7348974,7406.640,2.404542149,847200,4,3614.6,3281.1,8.8,29,14,ok,34.0034224,137.7278589,7406.226,3243.3,2942.4,8.8,138.3,-127.5,2.97,-0.00
2026-06-10T00:01:32.565804900,KX90S,KX90,3650,4700,34.7942364,136.7941240,1432.560,3.515701438,50640,20,27.8,44.7,8.8,9,9,ok,34.7942086,136.7941727,1430.402,15.5,21.9,4.3,80.4,-106.2,8.49,-0.03
2026-06-10T00:01:32.670523100,KX90S,KX90,6141,32000,34.6397721,136.6691099,9753.600,3.678702076,196865,20,85.4,64.2,8.8,8,8,ok,34.6399361,136.6688307,9753.595,38.6,27.4,4.3,78.4,-199.0,-0.56,0.06
2026-06-10T00:01:33.719180400,KX90S,KX90,3245,34000,35.0768914,136.4161569,10363.200,5.311004254,305173,22,96.2,131.8,8.8,2,2,ok,35.0765376,136.4158664,10363.175,43.0,51.6,4.3,77.2,-173.9,1.13,-0.07
2026-06-10T00:01:35.784047050,KX90S,KX90,3534,6300,34.5580173,137.2645024,1920.240,2.242521541,354485,20,118.6,145.0,8.8,4,4,ok,34.5580529,137.2643124,1919.739,48.7,61.8,4.3,-118.8,61.7,-6.25,0.03
2026-06-10T00:01:35.786996850,KX90S,KX90,3650,4800,34.8115184,136.8799328,1463.040,2.247114014,54367,3,187.1,230.5,8.8,26,25,echo,34.8131122,136.8815786,1461.754,91.0,125.6,5.3,101.4,-16.4,9.72,0.21
2026-06-10T00:01:35.847468000,KX90S,KX90,6250,4100,34.6567227,137.0623639,1249.680,2.341259720,213186,21,81.9,83.6,8.8,5,5,ok,34.6566544,137.0621195,1262.320,37.2,38.7,4.3,-102.5,87.1,-1.93,0.23
2026-06-10T00:01:36.558372000,KX90S,KX90,3650,4800,34.7903017,136.7978185,1463.040,3.448045820,52862,21,27.3,45.4,8.8,9,9,ok,34.7903572,136.7977178,1466.306,15.4,22.2,4.3,82.0,-107.9,9.71,-0.02
2026-06-10T00:01:36.691113500,KX90S,KX90,6141,32000,34.6326367,136.6724274,9753.600,3.654707124,200315,20,87.8,63.7,8.8,8,8,ok,34.6327530,136.6722488,9753.595,39.5,27.2,4.3,77.1,-198.2,-0.59,0.02
2026-06-10T00:01:37.747145300,KX90S,KX90,3245,34000,35.0695652,136.4188281,10363.200,5.298812616,300933,15,93.8,130.9,8.8,2,2,ok,35.0702631,136.4193423,10363.187,42.2,51.1,4.3,77.6,-174.3,1.11,-0.01
2026-06-10T00:01:37.758944500,KX90S,KX90,3745,34000,35.0756787,136.4236645,10363.200,5.317182509,301000,3,1063.0,1537.2,8.8,30,28,unconfirmed,,,,,,,,,,
2026-06-10T00:01:39.820861400,KX90S,KX90,3534,6200,34.5605382,137.2593176,1889.760,2.244068873,350836,22,117.6,143.4,8.8,4,4,ok,34.5603246,137.2590976,1890.069,49.5,63.1,4.4,-119.0,62.2,-6.26,0.02
2026-06-10T00:01:39.884282300,KX90S,KX90,6250,4100,34.6599544,137.0576224,1249.680,2.342804890,209443,21,80.7,82.2,8.8,5,5,ok,34.6598708,137.0576543,1253.937,37.0,38.0,4.3,-100.5,88.3,-1.04,0.17
2026-06-10T00:01:40.419672750,KX90S,KX90,3256,13600,34.0283383,136.7866279,4145.280,3.176320558,615475,8,2253.1,90.7,8.8,31,19,ok,34.0288769,136.7685678,4142.234,243.2,34.3,6.4,139.5,146.1,-1.71,-0.00
2026-06-10T00:01:40.556838850,KX90S,KX90,3650,4900,34.7864264,136.8012257,1493.520,3.389865895,55238,21,27.4,45.9,8.8,9,9,ok,34.7864533,136.8013275,1508.506,15.5,22.3,4.3,83.3,-108.9,11.40,-0.01
2026-06-10T00:01:40.713178750,KX90S,KX90,6141,32000,34.6257535,136.6753366,9753.600,3.633261654,203814,22,90.1,63.3,8.8,8,8,ok,34.6255949,136.6756235,9753.594,40.4,27.0,4.3,76.5,-197.5,-0.62,-0.01
2026-06-10T00:01:41.778060000,KX90S,KX90,3245,34000,35.0638596,136.4227014,10363.200,5.291108246,296771,21,91.9,129.6,8.8,2,2,ok,35.0639455,136.4227893,10363.182,41.4,50.6,4.3,77.8,-174.1,1.09,0.01
2026-06-10T00:01:42.581883050,KX90S,KX90,3650,5000,34.9247703,136.8448638,1524.000,0.259611670,59033,3,348.8,103.1,8.8,32,29,unconfirmed,,,,,,,,,,
2026-06-10T00:01:43.185119100,KX90S,KX90,3650,5000,34.8754575,136.8984172,1524.000,1.198983025,56833,3,124.9,300.5,8.8,33,30,unconfirmed,,,,,,,,,,
2026-06-10T00:01:43.409304650,KX90S,KX90,3650,5100,34.8520848,136.9026021,1554.480,1.548089250,57067,6,47.1,237.2,8.8,28,27,echo,34.8513788,136.9028219,1546.388,31.9,136.3,5.8,90.7,28.0,11.64,1.26
2026-06-10T00:01:43.795729650,KX90S,KX90,3650,5100,34.8126391,136.8912698,1554.480,2.149838138,59467,3,182.4,273.8,8.8,26,25,echo,34.8117704,136.8905168,1545.473,156.9,237.1,7.8,102.9,-20.7,10.66,0.21
2026-06-10T00:01:43.859150550,KX90S,KX90,3534,6100,34.5619794,137.2531439,1859.280,2.248598451,347221,19,117.1,141.4,8.8,4,4,ok,34.5625539,137.2538390,1861.208,49.1,61.4,4.3,-118.0,63.5,-5.98,0.19
2026-06-10T00:01:43.919621650,KX90S,KX90,6250,4100,34.6634226,137.0533495,1249.680,2.342765263,205783,18,79.5,81.0,8.8,5,5,ok,34.6631555,137.0533350,1247.919,36.7,37.4,4.3,-98.4,88.7,-0.64,0.02
2026-06-10T00:01:44.465336400,KX90S,KX90,3256,13500,34.0343390,136.7709213,4114.800,3.192563308,611389,9,1916.6,108.0,8.8,31,19,ok,34.0341777,136.7743282,4127.832,210.1,26.4,4.9,133.9,146.5,-1.32,-0.00
2026-06-10T00:01:44.555305600,KX90S,KX90,3650,5100,34.7824257,136.8049597,1554.480,3.332665149,57845,22,27.9,46.3,8.8,9,9,ok,34.7825202,136.8049855,1557.976,15.7,22.4,4.3,84.1,-109.6,13.10,0.04
2026-06-10T00:01:44.733769100,KX90S,KX90,6141,32000,34.6184944,136.6787413,9753.600,3.610572077,207509,22,92.6,62.8,8.8,8,8,ok,34.6184631,136.6789873,9753.588,41.3,26.8,4.3,76.7,-196.9,-0.64,-0.02
2026-06-10T00:01:45.558240800,KX90S,KX90,3650,5100,34.8647360,136.7274358,1554.480,4.894456154,58488,8,60.2,211.3,8.8,34,31,unconfirmed,,,,,,,,,,
2026-06-10T00:01:45.806024800,KX90S,KX90,3245,34000,35.0572089,136.4258815,10363.200,5.280310402,292614,22,89.7,128.5,8.8,2,2,ok,35.0576385,136.4262289,10363.170,40.7,50.3,4.3,77.7,-173.6,1.06,0.02
2026-06-10T00:01:47.422520450,KX90S,KX90,3650,5200,34.8546263,136.9071947,1584.960,1.513568231,59829,7,48.4,222.7,8.8,28,27,echo,34.8522287,136.9068712,1593.445,38.7,167.6,6.8,93.8,19.2,11.66,1.27
2026-06-10T00:01:47.893015100,KX90S,KX90,3534,6000,34.5658519,137.2496586,1828.800,2.245982628,343752,21,115.7,140.3,8.8,4,4,ok,34.5649339,137.2487037,1834.047,50.3,62.5,4.4,-117.4,64.8,-5.49,0.16
2026-06-10T00:01:47.956436000,KX90S,KX90,6250,4100,34.6663167,137.0488817,1249.680,2.344709333,202335,20,78.5,79.7,8.8,5,5,ok,34.6663786,137.0490296,1243.722,36.2,36.9,4.3,-97.3,87.7,-0.72,-0.08
2026-06-10T00:01:48.494776200,KX90S,KX90,3256,13500,34.0394923,136.7808269,4114.800,3.182738347,607336,14,314.3,47.6,8.8,31,19,ok,34.0394914,136.7800957,4114.982,182.2,23.6,4.5,132.5,146.4,-1.10,-0.00
2026-06-10T00:01:48.556722200,KX90S,KX90,3650,5300,34.7784967,136.8088428,1615.440,3.279169082,60521,19,28.7,46.5,8.8,9,9,ok,34.7785528,136.8086608,1613.493,16.0,22.6,4.3,83.9,-110.2,14.31,0.05
2026-06-10T00:01:48.754359500,KX90S,KX90,6141,32000,34.6111898,136.6828103,9753.600,3.586829048,211168,19,95.1,62.1,8.8,8,8,ok,34.6113494,136.6823574,9753.575,42.1,26.6,4.3,76.8,-196.5,-0.67,-0.02
2026-06-10T00:01:49.454939250,KX90S,KX90,3650,5300,34.8477061,136.7225689,1615.440,4.677414748,61212,8,47.4,222.2,8.8,35,32,echo,34.8447442,136.7226923,1615.639,43.3,95.6,7.3,-99.6,17.4,14.91,-0.00
2026-06-10T00:01:49.568506900,KX90S,KX90,3650,5300,34.8621345,136.7224437,1615.440,4.854204431,61314,14,46.5,32.1,8.8,34,31,unconfirmed,,,,,,,,,,
2026-06-10T00:01:49.838414500,KX90S,KX90,3245,34000,35.0522048,136.4303708,10363.200,5.274366922,288457,21,88.0,127.1,8.8,2,2,ok,35.0513500,136.4296928,10363.173,40.0,50.0,4.3,77.2,-174.4,1.04,0.06
2026-06-10T00:01:50.310384000,KX90S,KX90,7626,30000,36.0479077,136.4061298,9144.000,6.009040518,923200,4,5166.6,1453.6,8.8,36,33,unconfirmed,,,,,,,,,,
2026-06-10T00:01:51.932779200,KX90S,KX90,3534,5900,34.5670411,137.2433201,1798.320,2.251253885,340180,20,115.2,138.4,8.8,4,4,ok,34.5673589,137.2435874,1808.973,51.6,64.4,4.6,-116.8,65.9,-5.00,0.12
2026-06-10T00:01:51.993250300,KX90S,KX90,6250,4100,34.6695252,137.0446252,1249.680,2.345382381,198817,18,77.3,78.4,8.8,5,5,ok,34.6694907,137.0446852,1237.269,35.7,36.4,4.3,-97.1,85.7,-1.25,-0.03
2026-06-10T00:01:52.413598100,KX90S,KX90,7016,22100,34.0965682,136.9504161,6736.080,2.999690220,572009,11,1179.5,174.5,8.8,37,34,ok,34.0961087,136.9464943,6734.210,934.4,137.9,7.0,110.1,-153.2,1.96,-0.00
2026-06-10T00:01:52.527165800,KX90S,KX90,3256,13500,34.0449423,136.7871712,4114.800,3.176468128,603182,17,312.2,47.1,8.8,31,19,ok,34.0448209,136.7855716,4101.971,159.2,23.5,4.6,127.4,146.5,-1.45,-0.00
2026-06-10T00:01:52.565513300,KX90S,KX90,3650,5500,34.7746180,136.8122066,1676.400,3.236159369,63290,21,29.8,46.6,8.8,9,9,ok,34.7745607,136.8123209,1672.936,16.5,22.6,4.3,83.4,-111.0,14.98,0.04
2026-06-10T00:01:52.779374500,KX90S,KX90,6141,32000,34.6044451,136.6853682,9753.600,3.569052830,214914,21,97.5,61.7,8.8,8,8,ok,34.6042366,136.6857368,9753.562,43.0,26.4,4.3,77.2,-196.5,-0.70,-0.04
2026-06-10T00:01:53.276417400,KX90S,KX90,3231,300,34.8459833,136.8065406,91.440,4.342743152,12486,22,53.6,21.3,8.8,38,35,ok,34.8459949,136.8065739,89.460,46.7,18.5,8.0,-53.3,52.0,12.19,-0.00
2026-06-10T00:01:53.474054650,KX90S,KX90,3650,5500,34.8452870,136.7183106,1676.400,4.650382626,64006,31,46.7,32.9,8.8,35,32,echo,34.8454330,136.7176907,1676.192,33.8,32.2,5.8,-123.6,60.1,14.91,-2.15
2026-06-10T00:01:53.867854200,KX90S,KX90,3245,34000,35.0457101,136.4335766,10363.200,5.263365759,284405,20,85.9,126.0,8.8,2,2,ok,35.0450199,136.4331062,10363.179,39.2,49.6,4.3,76.3,-175.4,1.02,0.06
2026-06-10T00:01:55.971068400,KX90S,KX90,3534,5900,34.5693200,137.2379603,1798.320,2.253589290,336575,20,114.3,136.7,8.8,4,4,ok,34.5699897,137.2386251,1783.737,53.0,66.7,4.8,-117.3,66.1,-4.98,-0.29
2026-06-10T00:01:56.030064600,KX90S,KX90,6250,4000,34.6727689,137.0406192,1219.200,2.345409264,195381,21,76.2,77.3,8.8,5,5,ok,34.6726071,137.0404441,1228.461,35.3,35.8,4.3,-96.3,84.4,-1.65,-0.03
2026-06-10T00:01:56.451887300,KX90S,KX90,7016,22200,34.0903541,136.9493935,6766.560,3.001922074,576475,4,3276.7,462.9,8.8,37,34,ok,34.0912340,136.9571410,6751.102,609.7,91.0,4.9,61.0,-160.5,2.01,-0.00
2026-06-10T00:01:56.574304400,KX90S,KX90,3650,5700,34.7705595,136.8160027,1737.360,3.192448517,66268,19,31.1,46.7,8.8,9,9,ok,34.7705476,136.8159789,1734.276,17.0,22.5,4.3,83.5,-111.4,15.26,0.03
2026-06-10T00:01:56.578729100,KX90S,KX90,3256,13400,34.0510499,136.7654117,4084.320,3.199335016,599200,5,3131.3,186.7,8.8,31,19,ok,34.0501809,136.7909755,4085.215,140.8,24.2,4.9,124.3,146.9,-2.13,-0.00
2026-06-10T00:01:56.802914600,KX90S,KX90,6141,32000,34.5972060,136.6890133,9753.600,3.548250914,218805,21,100.1,61.2,8.8,8,8,ok,34.5971214,136.6891407,9753.545,44.3,26.3,4.4,77.8,-196.6,-0.72,-0.05
2026-06-10T00:01:57.894344200,KX90S,KX90,3245,34000,35.0375513,136.4357106,10363.200,5.246920421,280333,21,83.4,125.2,8.8,2,2,ok,35.0386635,136.4364786,10363.181,38.5,49.0,4.3,75.9,-175.4,0.99,0.01
2026-06-10T00:01:58.264545250,KX90S,KX90,4302,39000,36.2809882,135.9439689,11887.200,5.823220626,1186925,4,6184.8,3064.2,8.8,39,36,unconfirmed,,,,,,,,,,
2026-06-10T00:01:59.379573250,KX90S,KX90,3650,5800,34.8748683,136.9181575,1767.840,1.276048470,68410,10,65.3,157.3,8.8,40,37,unconfirmed,,,,,,,,,,
2026-06-10T00:01:59.681928700,KX90S,KX90,3650,5800,34.8361313,136.9192300,1767.840,1.746792777,68662,16,46.3,32.4,8.8,28,27,echo,34.8362490,136.9195285,1766.888,44.5,32.3,8.4,94.5,-85.7,14.11,3.00
2026-06-10T00:02:00.066878900,KX90S,KX90,6250,4000,34.6758702,137.0364893,1219.200,2.346130650,191974,19,75.1,76.1,8.8,5,5,ok,34.6756449,137.0362023,1220.055,34.8,35.3,4.3,-95.7,83.0,-1.77,0.05
2026-06-10T00:02:00.485751800,KX90S,KX90,7016,22100,34.0845754,136.9537777,6736.080,2.998283739,581067,3,3602.0,521.7,8.8,37,34,ok,34.0853127,136.9590433,6768.800,457.7,70.2,4.5,68.6,-159.6,2.58,-0.00
