time_jst,ssr,station,squawk,pressure_alt_ft,lat,lon,alt_m,azimuth_rad,tau_ns,replies,sigma_e_m,sigma_n_m,sigma_u_m,track,flight,status,sm_lat,sm_lon,sm_alt_m,sm_sigma_e_m,sm_sigma_n_m,sm_sigma_u_m,vel_e_mps,vel_n_mps,vel_u_mps,turn_rate_dps
2026-06-10T00:02:00.586045350,KX90S,KX90,3650,5900,34.7665146,136.8196307,1798.320,3.154433070,69319,21,32.6,46.7,8.8,9,9,ok,34.7665130,136.8196326,1797.465,17.6,22.5,4.3,83.3,-111.9,15.29,0.03
2026-06-10T00:02:00.646516450,KX90S,KX90,3231,500,34.8418876,136.8198061,152.400,3.248581931,13000,8,24.4,49.4,8.8,41,38,echo,34.8420540,136.8199860,152.516,24.0,47.5,8.5,-33.8,-40.1,14.88,-0.00
2026-06-10T00:02:00.826454800,KX90S,KX90,6141,32000,34.5900364,136.6925175,9753.600,3.528732201,222764,22,102.6,60.6,8.8,8,8,ok,34.5900362,136.6925740,9753.586,45.1,26.2,4.3,77.1,-195.2,-0.74,0.04
2026-06-10T00:02:01.558007600,KX90S,KX90,3231,600,34.8498732,136.8017155,182.880,4.667703793,13115,20,54.6,6.6,8.8,38,35,ok,34.8498583,136.8017872,193.123,28.1,5.6,5.1,-52.8,51.8,12.40,-0.77
2026-06-10T00:02:01.925258900,KX90S,KX90,3245,34000,35.0324143,136.4398765,10363.200,5.239485902,276364,22,81.7,123.9,8.8,2,2,ok,35.0323094,136.4398555,10363.185,37.8,48.5,4.3,75.8,-175.6,0.97,0.01
2026-06-10T00:02:04.043222100,KX90S,KX90,3534,5700,34.5753179,137.2288425,1737.360,2.253922596,329432,19,112.1,133.8,8.8,4,4,ok,34.5746336,137.2282112,1735.112,52.5,63.8,4.8,-116.7,65.9,-5.09,-0.02
2026-06-10T00:02:04.105168100,KX90S,KX90,6250,4000,34.6783674,137.0316273,1219.200,2.350371389,188563,19,74.2,74.7,8.8,5,5,ok,34.6786907,137.0320350,1210.044,34.2,34.9,4.3,-94.3,82.6,-2.02,0.06
2026-06-10T00:02:04.513716750,KX90S,KX90,7016,22300,34.0800890,136.9657282,6797.040,2.986474144,585489,9,1809.7,286.6,8.8,37,34,ok,34.0795172,136.9620237,6790.079,325.6,52.7,4.5,68.6,-159.9,3.27,-0.00
2026-06-10T00:02:04.599261200,KX90S,KX90,3650,6100,34.7623795,136.8232829,1859.280,3.119665334,72505,20,34.2,46.6,8.8,9,9,ok,34.7624687,136.8232792,1859.127,18.3,22.5,4.3,83.3,-112.2,15.00,0.02
2026-06-10T00:02:04.625809500,KX90S,KX90,3256,13300,34.0609434,136.8025223,4053.840,3.161000531,591128,18,306.0,46.2,8.8,31,19,ok,34.0608634,136.8018592,4048.004,115.5,23.7,4.8,124.6,147.5,-3.08,-0.00
2026-06-10T00:02:04.717253550,KX90S,KX90,3231,700,34.8408289,136.8190079,213.360,3.303377321,13733,6,35.3,49.5,8.8,41,38,echo,34.8405789,136.8184675,213.134,32.5,45.3,8.1,-34.7,-40.3,14.88,1.78
2026-06-10T00:02:04.849995000,KX90S,KX90,6141,32000,34.5828929,136.6960018,9753.600,3.510053305,226786,21,105.2,60.0,8.8,8,8,ok,34.5829628,136.6959349,9753.574,46.7,26.4,4.4,76.5,-195.3,-0.78,0.05
2026-06-10T00:02:05.484204050,KX90S,KX90,3650,6100,34.8299962,136.7068418,1859.280,4.497505236,73127,11,55.8,147.4,8.8,42,39,unconfirmed,,,,,,,,,,
2026-06-10T00:02:05.621370200,KX90S,KX90,3650,6100,34.8503973,136.7026929,1859.280,4.711070420,73262,13,46.6,76.0,8.8,35,32,echo,34.8491704,136.7030407,1859.522,37.8,57.2,7.1,-95.6,16.3,14.92,-1.09
2026-06-10T00:02:05.662667500,KX90S,KX90,3231,800,34.8517024,136.7993764,243.840,4.775369614,13960,20,52.1,7.6,8.8,38,35,ok,34.8517374,136.7993780,244.768,25.5,5.4,4.7,-55.7,50.4,12.23,-0.97
2026-06-10T00:02:05.954698700,KX90S,KX90,3245,34000,35.0266919,136.4437444,10363.200,5.230056782,272362,21,80.0,122.6,8.8,2,2,ok,35.0259368,136.4432607,10363.212,37.1,48.2,4.3,75.2,-179.3,0.95,0.16
2026-06-10T00:02:08.081511300,KX90S,KX90,3534,5600,34.5772653,137.2233185,1706.880,2.257159971,325900,18,111.4,132.1,8.8,4,4,ok,34.5770299,137.2230638,1711.291,52.2,62.9,4.5,-116.5,66.0,-4.92,0.04
2026-06-10T00:02:08.141982400,KX90S,KX90,6250,3900,34.6814134,137.0275379,1188.720,2.351278173,185194,18,73.1,73.5,8.8,5,5,ok,34.6817058,137.0279087,1198.947,33.6,34.5,4.3,-92.9,82.5,-2.11,0.06
2026-06-10T00:02:08.552005950,KX90S,KX90,7016,22400,34.0736694,136.9640834,6827.520,2.989445505,590029,14,301.2,64.7,8.8,37,34,ok,34.0736887,136.9650129,6812.986,214.4,39.0,4.5,68.7,-160.5,3.37,-0.00
2026-06-10T00:02:08.615426900,KX90S,KX90,3650,6300,34.7584773,136.8269084,1920.240,3.088154840,75581,21,35.8,46.6,8.8,9,9,ok,34.7584058,136.8269296,1918.794,19.0,22.5,4.3,83.3,-112.7,14.48,0.02
2026-06-10T00:02:08.658199100,KX90S,KX90,3256,13200,34.0662835,136.8085604,4023.360,3.154726253,587129,17,303.9,46.0,8.8,31,19,ok,34.0662201,136.8072333,4025.712,107.4,22.5,4.5,123.7,147.2,-3.36,-0.00
2026-06-10T00:02:08.875010100,KX90S,KX90,6141,32000,34.5758190,136.6994859,9753.600,3.492174446,230833,21,107.8,59.5,8.8,8,8,ok,34.5758775,136.6992782,9753.557,49.1,27.0,4.6,76.2,-195.8,-0.81,0.00
2026-06-10T00:02:09.755528250,KX90S,KX90,3231,1000,34.8535830,136.7968816,304.800,4.862627312,15172,18,49.7,10.7,8.8,38,35,ok,34.8535789,136.7968202,294.912,23.9,6.5,4.5,-60.0,49.3,11.43,-1.26
2026-06-10T00:02:09.981188700,KX90S,KX90,3245,34000,35.0189866,136.4462492,10363.200,5.213848900,268417,23,77.6,121.7,8.8,2,2,ok,35.0194025,136.4465331,10363.167,36.7,47.9,4.4,74.1,-179.4,0.92,0.11
2026-06-10T00:02:11.622757650,KX90S,KX90,3547,37000,34.9538726,138.4462231,11277.600,1.485697740,1003500,5,449.9,5246.6,8.8,43,40,unconfirmed,,,,,,,,,,
2026-06-10T00:02:11.695028000,KX90S,KX90,3650,6400,34.8479131,136.9367348,1950.720,1.598183840,78134,62,46.6,37.0,8.8,28,27,echo,34.8478654,136.9366607,1953.365,37.8,33.3,7.1,182.3,62.2,14.30,-0.76
2026-06-10T00:02:12.119800600,KX90S,KX90,3534,5500,34.5796386,137.2180944,1676.400,2.259326636,322311,19,110.5,130.5,8.8,4,4,ok,34.5794615,137.2179636,1687.026,51.4,62.2,4.4,-115.6,66.3,-4.68,0.08
2026-06-10T00:02:12.177321850,KX90S,KX90,6250,3900,34.6849819,137.0241732,1188.720,2.348856391,181877,22,71.9,72.5,8.8,5,5,ok,34.6847092,137.0238563,1188.661,34.2,35.0,4.4,-91.6,82.3,-1.99,0.05
2026-06-10T00:02:12.584395550,KX90S,KX90,7016,22400,34.0683635,136.9717855,6827.520,2.982451570,594644,16,303.3,66.5,8.8,37,34,ok,34.0678478,136.9679982,6836.096,171.7,35.1,4.5,68.6,-161.0,3.46,-0.00
2026-06-10T00:02:12.633067400,KX90S,KX90,3650,6500,34.7543596,136.8306831,1981.200,3.058207517,78876,21,37.5,46.5,8.8,9,9,ok,34.7543261,136.8305867,1976.053,19.7,22.5,4.3,83.6,-113.2,13.82,0.01
2026-06-10T00:02:12.693538500,KX90S,KX90,3256,13100,34.0715797,136.8108881,3992.880,3.152328538,583193,15,301.8,45.9,8.8,31,19,ok,34.0715693,136.8125065,4004.270,101.6,21.7,4.4,122.2,146.9,-3.25,-0.00
2026-06-10T00:02:12.900025200,KX90S,KX90,6141,32000,34.5685990,136.7033878,9753.600,3.473717398,234970,20,110.4,58.8,8.8,8,8,ok,34.5687926,136.7026604,9753.558,52.6,28.2,4.8,76.7,-195.9,-0.83,-0.05
2026-06-10T00:02:13.102087100,KX90S,KX90,3231,1100,34.8350984,136.8067624,335.280,3.788219353,19033,3,78.6,67.6,8.8,41,38,echo,34.8348897,136.8075285,335.402,75.0,65.7,8.7,-119.1,-57.1,14.63,6.92
2026-06-10T00:02:13.659601100,KX90S,KX90,3650,6500,34.8445495,136.6928050,1981.200,4.655969274,79637,19,46.6,41.0,8.8,35,32,echo,34.8445881,136.6937107,1981.557,33.2,34.2,6.2,-148.2,-71.6,14.25,-2.94
2026-06-10T00:02:13.830690100,KX90S,KX90,3231,1100,34.8552821,136.7941622,335.280,4.922262899,16714,21,47.7,13.3,8.8,38,35,ok,34.8553307,136.7940382,339.011,23.0,7.7,4.5,-66.1,46.4,10.09,-1.60
2026-06-10T00:02:14.010628450,KX90S,KX90,3245,34000,35.0128831,136.4497537,10363.200,5.202330335,264552,23,75.8,120.5,8.8,2,2,ok,35.0129071,136.4498228,10363.151,36.7,47.9,4.4,73.6,-179.6,0.89,0.10
2026-06-10T00:02:15.671371250,KX90S,KX90,3650,6600,34.8571464,136.9422170,2011.680,1.504637629,81371,7,50.9,313.1,8.8,28,27,echo,34.8498696,136.9421785,2010.392,29.3,35.2,5.5,129.3,46.7,13.48,0.07
2026-06-10T00:02:16.168414150,KX90S,KX90,3534,5500,34.5765443,137.2073581,1676.400,2.278468356,318777,13,215.9,250.9,8.8,4,4,ok,34.5819663,137.2129442,1664.511,49.9,61.2,4.4,-114.9,66.6,-4.62,-0.02
2026-06-10T00:02:16.215611100,KX90S,KX90,6250,3900,34.6876226,137.0197117,1188.720,2.351947831,178567,21,71.0,71.3,8.8,5,5,ok,34.6877618,137.0199002,1179.094,33.0,33.4,4.3,-90.2,81.6,-2.01,-0.12
2026-06-10T00:02:16.624159700,KX90S,KX90,7016,22500,34.0614952,136.9677034,6858.000,2.988004541,599269,16,305.9,65.6,8.8,37,34,ok,34.0619825,136.9709870,6860.146,237.7,46.4,4.9,68.6,-161.3,3.70,-0.00
2026-06-10T00:02:16.653657800,KX90S,KX90,3650,6700,34.7501861,136.8340856,2042.160,3.033929213,82229,21,39.2,46.5,8.8,9,9,ok,34.7502113,136.8342573,2030.908,20.4,22.4,4.3,84.0,-114.0,13.24,0.01
2026-06-10T00:02:16.725928100,KX90S,KX90,3256,13100,34.0768691,136.8164272,3992.880,3.146444660,579274,19,299.8,45.9,8.8,31,19,ok,34.0768952,136.8178129,3983.873,97.5,21.4,4.4,121.8,146.6,-3.17,-0.00
2026-06-10T00:02:17.894052700,KX90S,KX90,3231,1300,34.8569330,136.7910870,396.240,4.965061678,18643,21,46.5,15.3,8.8,38,35,ok,34.8569176,136.7909593,377.727,24.4,9.2,4.9,-73.5,40.1,8.47,-1.88
2026-06-10T00:02:18.040068300,KX90S,KX90,3245,34000,35.0073737,136.4536120,10363.200,5.192388806,260733,21,74.2,119.3,8.8,2,2,ok,35.0064000,136.4530839,10363.159,36.6,49.1,4.4,72.6,-180.2,0.87,0.11
2026-06-10T00:02:19.745058100,KX90S,KX90,3650,6800,34.8512686,136.9477026,2072.640,1.563606783,84743,65,46.5,40.5,8.8,28,27,echo,34.8512113,136.9480304,2064.666,26.0,30.8,5.1,132.5,40.9,13.18,-0.49
2026-06-10T00:02:20.193429200,KX90S,KX90,3534,5400,34.5850312,137.2084044,1645.920,2.261649306,315195,20,108.5,127.5,8.8,4,4,ok,34.5844156,137.2079274,1642.138,48.8,59.4,4.3,-115.8,66.8,-4.77,-0.10
2026-06-10T00:02:20.250950400,KX90S,KX90,6250,3800,34.6909033,137.0160123,1158.240,2.351200815,175245,20,69.8,70.2,8.8,5,5,ok,34.6906634,137.0159030,1168.832,33.2,33.6,4.4,-89.9,79.6,-1.93,-0.09
2026-06-10T00:02:20.646224950,KX90S,KX90,7016,22600,34.0583439,136.9892309,6888.480,2.966580409,603780,10,1550.0,277.8,8.8,37,34,ok,34.0561387,136.9739633,6884.881,356.5,68.2,6.9,68.7,-161.3,3.79,-0.00
2026-06-10T00:02:20.672773200,KX90S,KX90,3650,6800,34.7461639,136.8379515,2072.640,3.007911875,85518,22,40.9,46.4,8.8,9,9,ok,34.7460591,136.8379494,2085.659,21.1,22.4,4.3,84.4,-115.1,13.19,0.02
2026-06-10T00:02:20.756842800,KX90S,KX90,3256,13000,34.0822470,136.8235225,3962.400,3.138794848,575306,17,297.7,45.8,8.8,31,19,ok,34.0822039,136.8230829,3962.210,94.8,21.3,4.3,121.2,146.4,-3.25,-0.00
2026-06-10T00:02:20.955954900,KX90S,KX90,6141,32000,34.5551058,136.7076609,9753.600,3.448780836,243395,20,115.5,58.1,8.8,8,8,ok,34.5545828,136.7094820,9753.556,56.4,27.9,4.8,78.9,-196.6,-0.89,-0.12
2026-06-10T00:02:21.691932350,KX90S,KX90,3650,6900,34.8370265,136.6828194,2103.120,4.594580902,86438,16,46.5,44.5,8.8,35,32,echo,34.8375994,136.6821073,2094.684,35.0,29.7,5.7,-115.6,-118.9,13.39,-2.21
2026-06-10T00:02:21.703731600,KX90S,KX90,3256,13000,34.7695947,135.8812773,3962.400,4.612950443,577680,5,306.4,3036.9,8.8,44,41,unconfirmed,,,,,,,,,,
2026-06-10T00:02:21.939716400,KX90S,KX90,3231,1300,34.8581596,136.7874418,396.240,4.980341245,20891,22,45.7,16.5,8.8,38,35,ok,34.8581680,136.7873618,400.083,22.2,9.5,4.5,-84.8,29.1,5.61,-2.32
2026-06-10T00:02:22.066558200,KX90S,KX90,3245,34000,35.0005358,136.4567648,10363.200,5.177813800,256895,22,72.2,118.2,8.8,2,2,ok,34.9998697,136.4562834,10363.186,36.3,52.5,4.5,71.3,-180.3,0.85,0.10
2026-06-10T00:02:23.109315800,KX90S,KX90,3231,1300,34.8749517,136.8378070,396.240,0.518402272,23850,4,107.6,73.1,8.8,45,42,echo,34.8749677,136.8377731,396.240,107.6,73.0,8.8,-220.5,129.5,5.18,-0.00
2026-06-10T00:02:24.231718300,KX90S,KX90,3534,5300,34.5866023,137.2025290,1615.440,2.266280124,311686,21,107.9,125.7,8.8,4,4,ok,34.5868011,137.2028104,1619.404,47.8,57.3,4.3,-115.8,65.8,-4.77,-0.07
2026-06-10T00:02:24.287764700,KX90S,KX90,6250,3800,34.6935344,137.0119060,1158.240,2.353559175,172095,19,68.9,69.1,8.8,5,5,ok,34.6935107,137.0119252,1160.340,34.1,34.6,4.6,-89.6,77.7,-1.73,-0.03
2026-06-10T00:02:24.693363500,KX90S,KX90,3650,7000,34.7418919,136.8417031,2133.600,2.985183892,89050,22,42.7,46.4,8.8,9,9,ok,34.7418813,136.8416722,2140.167,22.0,22.5,4.3,85.0,-115.8,13.44,0.02
2026-06-10T00:02:24.787757400,KX90S,KX90,3256,12900,34.0875515,136.8295716,3931.920,3.132180190,571416,19,295.6,45.9,8.8,31,19,ok,34.0875168,136.8285312,3941.698,92.8,21.3,4.3,122.4,146.4,-3.10,-0.00
2026-06-10T00:02:24.978020100,KX90S,KX90,6141,32000,34.5475518,136.7129080,9753.600,3.428469602,247720,20,118.3,57.3,8.8,8,8,ok,34.5474483,136.7129883,9753.557,58.0,26.8,4.5,81.3,-197.6,-0.92,-0.13
2026-06-10T00:02:25.742020800,KX90S,KX90,3256,12900,34.7742096,135.8869480,3931.920,4.618220887,573850,8,204.6,2111.8,8.8,44,41,unconfirmed,,,,,,,,,,
2026-06-10T00:02:25.972105900,KX90S,KX90,3231,1400,34.8589057,136.7835816,426.720,4.976524363,23282,22,45.5,17.1,8.8,38,35,ok,34.8589835,136.7834894,420.996,21.5,9.8,4.4,-91.4,16.2,4.49,-2.45
2026-06-10T00:02:26.082723800,KX90S,KX90,3245,34000,34.9895556,136.4574471,10363.200,5.148785649,253187,15,69.3,117.8,8.8,2,2,ok,34.9933818,136.4594269,10363.269,44.3,61.0,5.3,70.1,-180.1,0.84,0.15
2026-06-10T00:02:27.519281000,KX90S,KX90,3650,7100,34.9027825,136.9462816,2164.080,1.102261969,91525,4,228.9,445.3,8.8,46,43,unconfirmed,,,,,,,,,,
2026-06-10T00:02:27.795088200,KX90S,KX90,3650,7100,34.8549689,136.9592783,2164.080,1.531669185,91774,42,46.5,44.2,8.8,28,27,echo,34.8545261,136.9595838,2172.205,26.1,28.0,5.2,131.2,50.4,13.40,-1.05
2026-06-10T00:02:28.267057700,KX90S,KX90,3534,5200,34.5895699,137.1981069,1584.960,2.266483671,308195,21,106.8,124.3,8.8,4,4,ok,34.5891955,137.1977245,1596.616,47.6,57.4,4.4,-116.1,65.1,-4.66,-0.07
2026-06-10T00:02:28.323104100,KX90S,KX90,6250,3800,34.6965259,137.0082099,1158.240,2.353742892,168935,20,67.9,68.1,8.8,5,5,ok,34.6964464,137.0081346,1151.063,35.7,36.3,4.8,-88.5,77.2,-1.88,-0.24
2026-06-10T00:02:28.715428800,KX90S,KX90,3650,7200,34.7377114,136.8454007,2194.560,2.964557433,92543,21,44.5,46.4,8.8,9,9,ok,34.7376604,136.8453842,2195.169,22.6,22.5,4.3,85.0,-116.8,13.54,-0.04
2026-06-10T00:02:28.820147000,KX90S,KX90,3256,12900,34.0928120,136.8336902,3931.920,3.127594398,567570,20,293.6,46.0,8.8,31,19,ok,34.0928439,136.8341677,3922.106,91.4,21.4,4.3,124.9,146.8,-3.07,-0.00
2026-06-10T00:02:28.991235950,KX90S,KX90,6141,32000,34.5388647,136.7238098,9753.600,3.393964649,252117,12,365.7,104.9,8.8,8,8,ok,34.5403746,136.7164868,9753.592,60.0,26.2,4.4,79.9,-196.2,-0.94,0.01
2026-06-10T00:02:29.597421850,KX90S,KX90,3650,7200,34.8055781,136.6824206,2194.560,4.337742006,93382,11,82.5,179.4,8.8,47,44,echo,34.8084899,136.6806844,2194.515,47.3,112.9,7.3,-100.4,-74.8,14.84,-0.00
2026-06-10T00:02:29.718364000,KX90S,KX90,3650,7200,34.8275302,136.6732340,2194.560,4.526038217,93533,24,46.5,48.0,8.8,35,32,echo,34.8276089,136.6734058,2201.569,43.5,39.8,7.4,-79.3,-158.7,12.97,-1.75
2026-06-10T00:02:29.926325550,KX90S,KX90,3650,7200,34.8676811,136.6701186,2194.560,4.849815851,93657,7,70.8,389.3,8.8,48,31,echo,34.8676104,136.6701040,2194.560,70.6,387.1,8.8,-137.0,-37.6,14.84,-0.00
2026-06-10T00:02:29.998595900,KX90S,KX90,3231,1400,34.8593138,136.7794156,426.720,4.962334319,25800,19,45.4,17.6,8.8,38,35,ok,34.8592907,136.7793785,437.183,21.4,10.2,4.4,-95.7,0.7,3.81,-2.58
2026-06-10T00:02:30.134287150,KX90S,KX90,3245,34000,34.9946269,136.4674531,10363.200,5.173593484,249423,13,120.6,228.0,8.8,2,2,ok,34.9880643,136.4635250,10363.207,38.5,54.8,4.8,80.2,-169.4,0.80,0.05
2026-06-10T00:02:30.321600050,KX90S,KX90,3231,1400,34.8764468,136.7874359,426.720,5.465223463,26925,4,116.4,123.0,8.8,49,45,unconfirmed,,,,,,,,,,
2026-06-10T00:02:31.828952650,KX90S,KX90,3650,7300,34.8554717,136.9651812,2225.040,1.528988757,95395,40,46.5,46.1,8.8,28,27,echo,34.8565596,136.9652811,2229.501,25.9,28.5,5.1,129.0,62.1,13.81,-1.17
2026-06-10T00:02:32.303872000,KX90S,KX90,3534,5200,34.5919627,137.1931924,1584.960,2.268438945,304756,18,105.9,122.8,8.8,4,4,ok,34.5915800,137.1926206,1573.311,45.8,54.4,4.4,-116.7,64.6,-4.75,-0.08
2026-06-10T00:02:32.738968900,KX90S,KX90,3650,7400,34.7333264,136.8490959,2255.520,2.945885548,96210,21,46.3,46.4,8.8,9,9,ok,34.7334385,136.8491612,2250.074,23.7,22.6,4.3,86.1,-116.4,13.37,-0.01
2026-06-10T00:02:32.852536500,KX90S,KX90,3256,12800,34.0980433,136.8380221,3901.440,3.122710594,563750,20,291.6,46.2,8.8,31,19,ok,34.0981916,136.8395128,3902.180,94.4,21.4,4.3,124.4,147.2,-3.21,-0.00
2026-06-10T00:02:33.029525100,KX90S,KX90,6141,32000,34.5330673,136.7202426,9753.600,3.398282093,256645,20,123.7,56.1,8.8,8,8,ok,34.5332544,136.7199904,9753.612,62.3,25.9,4.3,79.3,-195.8,-0.97,0.05
2026-06-10T00:02:33.644560350,KX90S,KX90,3650,7400,34.8058956,136.6757379,2255.520,4.355893052,97046,24,46.9,49.1,8.8,47,44,echo,34.8057562,136.6762578,2255.604,36.7,47.6,5.8,-99.9,-74.9,14.83,-2.10
2026-06-10T00:02:34.014761400,KX90S,KX90,3231,1500,34.8590081,136.7751664,457.200,4.932296772,28332,19,45.6,17.8,8.8,38,35,ok,34.8589863,136.7751585,452.658,21.5,10.4,4.4,-97.3,-17.2,3.57,-2.63
2026-06-10T00:02:34.147502900,KX90S,KX90,3245,34000,34.9823773,136.4672374,10363.200,5.138975396,245870,20,67.3,114.6,8.8,2,2,ok,34.9819537,136.4670561,10363.185,35.6,51.6,4.5,79.2,-170.7,0.78,0.12
2026-06-10T00:02:34.728615350,KX90S,KX90,3231,1500,34.8885252,136.8096998,457.200,6.043789095,28800,5,148.9,58.0,8.8,45,42,echo,34.8886842,136.8117589,450.630,84.0,53.3,6.7,-193.6,124.2,3.85,-6.78
2026-06-10T00:02:35.682878750,KX90S,KX90,3650,7500,34.8902490,136.9644216,2286.000,1.246445640,98743,7,132.0,370.5,8.8,46,43,unconfirmed,,,,,,,,,,
2026-06-10T00:02:36.342161200,KX90S,KX90,3534,5100,34.5936517,137.1873917,1554.480,2.272985531,301235,20,105.3,121.0,8.8,4,4,ok,34.5939392,137.1874766,1550.027,46.1,54.9,4.4,-117.3,64.4,-5.03,-0.05
2026-06-10T00:02:36.398207600,KX90S,KX90,6250,3700,34.7014424,136.9999084,1127.760,2.360252903,162772,18,66.1,65.9,8.8,5,5,ok,34.7018211,137.0001447,1129.258,33.9,34.4,4.8,-88.0,74.4,-2.21,0.17
2026-06-10T00:02:36.762509050,KX90S,KX90,3650,7600,34.7291441,136.8529212,2316.480,2.927490829,99776,21,48.1,46.5,8.8,9,9,ok,34.7292239,136.8529643,2304.074,25.4,22.7,4.3,86.4,-116.0,13.07,0.11
2026-06-10T00:02:36.883451250,KX90S,KX90,3256,12700,34.1034543,136.8441063,3870.960,3.115804634,559843,14,289.5,46.4,8.8,31,19,ok,34.1035472,136.8451943,3880.501,93.5,21.5,4.3,126.7,147.5,-3.33,-0.00
2026-06-10T00:02:37.056015100,KX90S,KX90,6141,32000,34.5260000,136.7237669,9753.600,3.384496283,261085,20,126.4,55.5,8.8,8,8,ok,34.5261704,136.7234406,9753.617,65.3,25.5,4.3,78.3,-195.3,-1.00,0.07
2026-06-10T00:02:37.327397600,KX90S,KX90,3231,1500,34.8204143,136.7922283,457.200,3.807054089,32483,6,110.2,91.2,8.8,50,38,echo,34.8205523,136.7918278,458.886,109.2,91.0,8.8,-50.0,-86.3,4.36,-0.00
2026-06-10T00:02:38.023552650,KX90S,KX90,3231,1500,34.8580128,136.7709473,457.200,4.891006725,30789,18,45.9,18.0,8.8,38,35,ok,34.8580202,136.7709526,466.435,21.8,10.7,4.3,-95.3,-35.8,3.49,-2.61
2026-06-10T00:02:38.172518000,KX90S,KX90,3245,34000,34.9756654,136.4704316,10363.200,5.122954217,242264,22,65.6,113.5,8.8,2,2,ok,34.9757573,136.4705424,10363.163,34.0,48.8,4.4,78.1,-172.0,0.76,0.14
2026-06-10T00:02:39.865708650,KX90S,KX90,3650,7700,34.8625769,136.9765133,2346.960,1.476768253,102527,45,46.5,49.9,8.8,28,27,echo,34.8620768,136.9765066,2343.412,26.6,29.8,5.1,127.0,85.9,13.76,-0.30
2026-06-10T00:02:40.378975500,KX90S,KX90,3534,5000,34.5959562,137.1817995,1524.000,2.276164049,297520,20,104.4,119.3,8.8,4,4,ok,34.5962902,137.1823211,1525.842,47.7,58.0,4.6,-117.5,64.0,-5.10,-0.05
2026-06-10T00:02:40.432072100,KX90S,KX90,6250,3700,34.7047772,136.9964044,1127.760,2.358860165,159515,20,65.0,64.9,8.8,5,5,ok,34.7045428,136.9963170,1118.794,33.7,34.4,4.6,-86.2,75.0,-2.14,0.26
2026-06-10T00:02:40.786049300,KX90S,KX90,3650,7700,34.7250813,136.8567576,2346.960,2.910167610,103252,21,49.8,46.6,8.8,9,9,ok,34.7250129,136.8567386,2357.769,28.7,23.4,4.4,85.5,-116.3,13.15,0.24
2026-06-10T00:02:40.914366000,KX90S,KX90,3256,12700,34.1089648,136.8491019,3870.960,3.110016559,555875,20,287.3,46.7,8.8,31,19,ok,34.1088999,136.8507413,3859.248,99.6,21.7,4.4,127.3,147.3,-3.54,-0.00
2026-06-10T00:02:41.067756050,KX90S,KX90,6141,32000,34.5174441,136.7362845,9753.600,3.348916452,265540,10,652.2,144.8,8.8,8,8,ok,34.5191276,136.7268365,9753.593,68.7,25.2,4.4,77.0,-195.0,-1.03,0.09
2026-06-10T00:02:41.100203950,KX90S,KX90,6151,32000,34.5211388,136.7159770,9753.600,3.399452968,265550,6,1162.1,309.9,8.8,51,46,unconfirmed,,,,,,,,,,
2026-06-10T00:02:41.769810700,KX90S,KX90,3650,7800,34.8136616,136.6596782,2377.440,4.442342885,104290,20,47.0,53.0,8.8,35,32,echo,34.8134313,136.6599273,2374.072,44.7,50.6,7.6,-98.0,-155.0,12.90,-0.15
2026-06-10T00:02:41.902552150,KX90S,KX90,3256,12600,34.7994968,135.9092878,3840.480,4.649083177,558500,6,174.1,2650.4,8.8,52,41,echo,34.8026925,135.9091062,3846.944,108.5,1644.0,7.3,144.8,-82.2,-1.84,-0.00
2026-06-10T00:02:42.002845650,KX90S,KX90,3650,7800,34.8634381,136.6520119,2377.440,4.805286953,104450,8,58.3,381.5,8.8,48,31,echo,34.8634986,136.6520215,2377.440,58.2,379.4,8.8,-137.1,-37.6,14.84,-0.00
2026-06-10T00:02:42.026444150,KX90S,KX90,3231,1600,34.8563750,136.7669393,487.680,4.842040783,33155,20,46.1,18.3,8.8,38,35,ok,34.8563908,136.7668959,480.866,22.4,10.9,4.4,-89.6,-54.1,3.57,-2.62
2026-06-10T00:02:42.199008000,KX90S,KX90,3245,34000,34.9702009,136.4742857,10363.200,5.110803163,238700,21,64.2,112.2,8.8,2,2,ok,34.9695083,136.4739731,10363.152,33.9,47.3,4.4,76.6,-173.5,0.74,0.15
2026-06-10T00:02:43.890723750,KX90S,KX90,3650,7900,34.8650454,136.9822620,2407.920,1.461662097,106170,44,46.5,51.8,8.8,28,27,echo,34.8652368,136.9820815,2399.134,28.3,31.6,5.1,126.2,88.9,13.30,0.05
2026-06-10T00:02:44.414314950,KX90S,KX90,3534,4900,34.5988183,137.1772547,1493.520,2.276871906,294024,21,103.4,117.9,8.8,4,4,ok,34.5986243,137.1771634,1502.022,49.4,60.8,4.9,-117.5,63.5,-4.89,-0.05
2026-06-10T00:02:44.467411500,KX90S,KX90,6250,3600,34.7075720,136.9928159,1097.280,2.359541069,156495,19,64.1,63.9,8.8,5,5,ok,34.7072868,136.9925802,1109.113,34.3,35.1,4.5,-83.8,75.7,-1.77,0.34
2026-06-10T00:02:44.831713000,KX90S,KX90,3650,7900,34.7197517,136.8555148,2407.920,2.926743384,106912,8,358.6,90.4,8.8,9,9,ok,34.7207500,136.8604625,2413.123,32.9,24.4,4.4,83.2,-117.5,13.63,0.37
2026-06-10T00:02:44.943805750,KX90S,KX90,3256,12600,34.1143534,136.8566539,3840.480,3.101267175,552074,19,285.3,47.2,8.8,31,19,ok,34.1142352,136.8563111,3836.870,109.7,21.9,4.4,127.8,146.7,-3.85,-0.00
